Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases
1024,61,Male,Sunglasses,Accessories,4,Maine,S,Turquoise,Summer,3.2,Yes,Store Pickup,Yes,Yes,29,Bank Transfer,Monthly
1025,28,Male,T-shirt,Clothing,44,Pennsylvania,M,Purple,Fall,3.9,Yes,Standard,Yes,Yes,18,Venmo,Every 3 Months
1026,60,Male,Shirt,Clothing,10,Nebraska,M,Olive,Winter,3.2,Yes,Store Pickup,Yes,Yes,15,Credit Card,Every 3 Months
1027,49,Male,Handbag,Accessories,114,Virginia,L,Turquoise,Winter,4.7,Yes,Express,Yes,Yes,39,PayPal,Fortnightly
1028,33,Male,Jewelry,Accessories,78,Ohio,L,Teal,Fall,4.6,Yes,Express,Yes,Yes,11,Cash,Every 3 Months
1029,45,Male,Hoodie,Clothing,22,Nebraska,S,Lavender,Spring,5.0,Yes,Store Pickup,Yes,Yes,4,Cash,Annually
1030,29,Male,Gloves,Accessories,17,Ohio,M,Purple,Spring,4.5,Yes,Express,Yes,Yes,33,Venmo,Bi-Weekly
1031,58,Male,Coat,Outerwear,152,Kentucky,L,Blue,Winter,4.4,Yes,Next Day Air,Yes,Yes,37,Debit Card,Fortnightly
1032,22,Male,Sandals,Footwear,59,Tennessee,M,Teal,Fall,4.0,Yes,Free Shipping,Yes,Yes,32,Cash,Bi-Weekly
1033,55,Male,Boots,Footwear,37,Maine,M,Lavender,Winter,4.4,Yes,Store Pickup,Yes,Yes,44,Credit Card,Weekly
1034,19,Male,Pants,Clothing,32,Montana,S,Silver,Winter,4.8,Yes,Store Pickup,Yes,Yes,41,Bank Transfer,Weekly
1035,68,Male,Socks,Clothing,8,Maryland,M,Olive,Fall,3.2,Yes,Standard,Yes,Yes,44,Bank Transfer,Weekly
1036,61,Male,Blouse,Clothing,10,Georgia,M,Brown,Summer,2.8,Yes,Free Shipping,Yes,Yes,32,Venmo,Bi-Weekly
1037,68,Male,Handbag,Accessories,54,Hawaii,M,Yellow,Summer,4.4,Yes,Express,Yes,Yes,13,Bank Transfer,Every 3 Months
1038,52,Male,Jewelry,Accessories,121,Rhode Island,XL,Brown,Fall,4.8,Yes,Express,Yes,Yes,48,Debit Card,Weekly
1039,41,Male,Pants,Clothing,21,Nebraska,XL,Cyan,Spring,4.0,Yes,Standard,Yes,Yes,3,Bank Transfer,Annually
1040,29,Male,Belt,Accessories,9,Michigan,M,Magenta,Fall,3.3,Yes,Free Shipping,Yes,Yes,39,Venmo,Fortnightly
1041,68,Male,Jeans,Clothing,53,North Carolina,S,Magenta,Fall,4.3,Yes,Express,Yes,Yes,7,Cash,Quarterly
1042,36,Male,Shirt,Clothing,69,Minnesota,M,Orange,Fall,4.4,Yes,Express,Yes,Yes,11,Cash,Every 3 Months
1043,55,Male,Belt,Accessories,9,Maryland,M,Maroon,Summer,2.6,Yes,Store Pickup,Yes,Yes,47,Credit Card,Weekly
1044,28,Male,Jeans,Clothing,56,Hawaii,M,Green,Winter,3.5,Yes,Next Day Air,Yes,Yes,28,Debit Card,Monthly
1045,39,Male,Jeans,Clothing,61,Oregon,L,Teal,Spring,4.5,Yes,Store Pickup,Yes,Yes,17,Bank Transfer,Every 3 Months
1046,54,Male,Sweater,Clothing,38,New Mexico,L,Black,Fall,3.6,Yes,2-Day Shipping,Yes,Yes,11,PayPal,Every 3 Months
1047,40,Male,Sneakers,Footwear,38,Illinois,M,Magenta,Summer,3.8,Yes,Standard,Yes,Yes,12,Venmo,Every 3 Months
1048,31,Male,Socks,Clothing,16,Utah,S,Olive,Fall,3.9,Yes,Standard,Yes,Yes,7,Credit Card,Quarterly
1049,30,Male,Socks,Clothing,10,Maine,L,Yellow,Summer,2.9,Yes,Standard,Yes,Yes,19,Venmo,Every 3 Months
1050,45,Male,Sunglasses,Accessories,15,Virginia,S,Purple,Summer,3.6,Yes,Free Shipping,Yes,Yes,24,Cash,Monthly
1051,48,Male,Sneakers,Footwear,22,Florida,M,Beige,Summer,4.9,Yes,Express,Yes,Yes,19,Venmo,Every 3 Months
1052,45,Male,Socks,Clothing,18,Ohio,M,Indigo,Summer,4.6,Yes,Store Pickup,Yes,Yes,39,PayPal,Fortnightly
1053,60,Male,Shoes,Footwear,186,Virginia,XL,Pink,Fall,4.7,Yes,Store Pickup,Yes,Yes,1,Credit Card,Annually
1054,59,Male,Blouse,Clothing,39,Kansas,M,Blue,Spring,4.6,No,Express,Yes,Yes,10,Debit Card,Quarterly
1055,18,Male,Shorts,Clothing,45,Arkansas,L,Cyan,Spring,3.7,No,Next Day Air,Yes,Yes,48,PayPal,Weekly
1056,70,Male,Jacket,Outerwear,40,Massachusetts,M,Orange,Winter,4.2,No,2-Day Shipping,Yes,Yes,24,Debit Card,Monthly
1057,20,Male,Sweater,Clothing,60,Idaho,L,Black,Spring,4.4,No,Next Day Air,Yes,Yes,42,Venmo,Weekly
1058,65,Male,Jacket,Outerwear,64,Wisconsin,S,Maroon,Spring,4.1,No,Standard,Yes,Yes,20,Credit Card,Every 3 Months
1059,29,Male,Scarf,Accessories,13,New Mexico,L,Violet,Fall,3.8,No,Next Day Air,Yes,Yes,49,Bank Transfer,Weekly
1060,22,Male,Jacket,Outerwear,64,North Carolina,M,Beige,Fall,4.4,No,Next Day Air,Yes,Yes,25,Debit Card,Monthly
1061,27,Male,Sweater,Clothing,39,Iowa,S,Gray,Fall,4.7,No,Store Pickup,Yes,Yes,21,Debit Card,Monthly
1062,36,Male,Coat,Outerwear,131,Idaho,M,Gray,Winter,4.4,No,Express,Yes,Yes,12,Venmo,Every 3 Months
1063,59,Male,Boots,Footwear,15,Ohio,M,Brown,Spring,3.9,No,Standard,Yes,Yes,21,Debit Card,Monthly
1064,62,Male,Hoodie,Clothing,31,Alabama,S,Indigo,Fall,4.4,No,Express,Yes,Yes,35,Cash,Bi-Weekly
1065,34,Male,Hat,Accessories,18,Wyoming,M,Violet,Spring,4.9,No,Next Day Air,Yes,Yes,42,Credit Card,Weekly
1066,59,Male,T-shirt,Clothing,20,Alabama,XL,Blue,Winter,4.9,No,Store Pickup,Yes,Yes,3,PayPal,Annually
1067,49,Male,Coat,Outerwear,166,Mississippi,M,Red,Spring,4.7,No,Next Day Air,Yes,Yes,11,PayPal,Every 3 Months
1068,18,Male,Dress,Clothing,50,Pennsylvania,S,Peach,Summer,4.6,No,Express,Yes,Yes,22,PayPal,Monthly
1069,55,Male,Shirt,Clothing,46,Wyoming,M,Olive,Spring,3.8,No,2-Day Shipping,Yes,Yes,47,Credit Card,Weekly
1070,38,Male,Skirt,Clothing,17,Maryland,XL,White,Fall,4.9,No,Store Pickup,Yes,Yes,33,Venmo,Bi-Weekly
1071,50,Male,Jewelry,Accessories,108,North Carolina,M,Magenta,Winter,4.6,No,Store Pickup,Yes,Yes,50,Debit Card,Weekly
1072,61,Male,Hat,Accessories,5,Pennsylvania,M,Beige,Fall,2.6,No,Free Shipping,Yes,Yes,46,Credit Card,Weekly
1073,48,Male,Shorts,Clothing,62,Idaho,L,Gold,Spring,4.8,No,Next Day Air,Yes,Yes,34,Debit Card,Bi-Weekly
1074,22,Male,Scarf,Accessories,8,California,XL,Purple,Spring,3.2,No,Store Pickup,Yes,Yes,33,Credit Card,Bi-Weekly
1075,48,Male,Jewelry,Accessories,89,Tennessee,S,White,Winter,4.6,No,Store Pickup,Yes,Yes,45,Bank Transfer,Weekly
1076,57,Male,Sunglasses,Accessories,18,Missouri,L,Indigo,Summer,4.1,No,2-Day Shipping,Yes,Yes,32,Debit Card,Bi-Weekly
1077,33,Male,Coat,Outerwear,112,North Dakota,L,Charcoal,Spring,4.6,No,Next Day Air,Yes,Yes,47,Venmo,Weekly
1078,58,Male,Jacket,Outerwear,145,West Virginia,M,Pink,Winter,4.6,No,Next Day Air,Yes,Yes,5,PayPal,Quarterly
1079,37,Male,Sweater,Clothing,49,Arizona,M,Silver,Winter,3.6,No,Next Day Air,Yes,Yes,49,Credit Card,Weekly
1080,18,Male,Coat,Outerwear,30,Oklahoma,S,Blue,Winter,3.5,No,2-Day Shipping,Yes,Yes,48,Bank Transfer,Weekly
1081,65,Male,Scarf,Accessories,3,Pennsylvania,L,Blue,Winter,2.6,No,Store Pickup,Yes,Yes,22,Cash,Monthly
1082,62,Male,Belt,Accessories,8,Idaho,XL,Brown,Fall,3.5,No,Standard,Yes,Yes,45,Credit Card,Weekly
1083,54,Male,Hat,Accessories,15,South Carolina,XL,Cyan,Fall,4.1,No,Standard,Yes,Yes,30,Venmo,Monthly
1084,35,Male,Backpack,Accessories,28,Washington,L,Teal,Summer,3.7,No,Next Day Air,Yes,Yes,43,Cash,Weekly
1085,34,Male,T-shirt,Clothing,55,Arkansas,S,Purple,Fall,4.9,No,Express,Yes,Yes,48,Cash,Weekly
1086,25,Male,Jewelry,Accessories,62,Utah,M,Turquoise,Spring,4.5,No,Store Pickup,Yes,Yes,23,Venmo,Monthly
1087,53,Male,Sunglasses,Accessories,11,Alaska,M,Olive,Summer,3.0,No,Free Shipping,Yes,Yes,27,PayPal,Monthly
1088,45,Male,Jeans,Clothing,17,West Virginia,S,White,Spring,4.5,No,Express,Yes,Yes,7,Bank Transfer,Quarterly
1089,49,Male,Pants,Clothing,12,Louisiana,M,Turquoise,Winter,3.5,No,2-Day Shipping,Yes,Yes,2,PayPal,Annually
1090,40,Male,Backpack,Accessories,56,Arizona,M,Silver,Winter,4.6,No,Next Day Air,Yes,Yes,33,PayPal,Bi-Weekly
1091,38,Male,Scarf,Accessories,8,Connecticut,M,Violet,Winter,2.7,No,Standard,Yes,Yes,27,Cash,Monthly
1092,44,Male,Sweater,Clothing,56,North Carolina,L,Lavender,Spring,4.3,No,Store Pickup,Yes,Yes,6,Credit Card,Quarterly
1093,68,Male,Jewelry,Accessories,35,South Dakota,L,Magenta,Summer,3.9,No,Free Shipping,Yes,Yes,20,Venmo,Every 3 Months
1094,60,Male,Sneakers,Footwear,25,Delaware,S,Indigo,Summer,3.7,No,2-Day Shipping,Yes,Yes,46,Venmo,Weekly
1095,25,Male,Jewelry,Accessories,40,Connecticut,M,Black,Winter,3.7,No,Standard,Yes,Yes,25,Cash,Monthly
1096,19,Male,Coat,Outerwear,36,Tennessee,S,Peach,Spring,4.3,No,Express,Yes,Yes,30,Bank Transfer,Monthly
1097,57,Male,Coat,Outerwear,94,New Hampshire,S,Beige,Winter,4.5,No,Store Pickup,Yes,Yes,48,Credit Card,Weekly
1098,58,Male,Sunglasses,Accessories,10,Vermont,M,Black,Summer,3.1,No,Free Shipping,Yes,Yes,47,Bank Transfer,Weekly
1099,49,Male,Handbag,Accessories,133,Idaho,S,Turquoise,Summer,4.5,No,Express,Yes,Yes,27,Credit Card,Monthly
1100,19,Male,Sweater,Clothing,30,North Carolina,M,Peach,Winter,4.3,No,Express,Yes,Yes,45,Bank Transfer,Weekly
1101,50,Male,Pants,Clothing,59,Nevada,L,Gold,Fall,4.4,No,Store Pickup,Yes,Yes,2,Credit Card,Annually
1102,30,Male,Gloves,Accessories,16,Delaware,XL,Silver,Winter,4.7,No,Express,Yes,Yes,39,Cash,Fortnightly
1103,52,Male,Sweater,Clothing,11,Texas,M,Peach,Winter,2.6,No,Store Pickup,Yes,Yes,24,Cash,Monthly
1104,35,Male,Hoodie,Clothing,43,Tennessee,S,Charcoal,Fall,5.0,No,Express,Yes,Yes,8,Debit Card,Quarterly
1105,35,Male,Hat,Accessories,16,Delaware,M,Beige,Winter,3.9,No,Free Shipping,Yes,Yes,8,Bank Transfer,Quarterly
1106,33,Male,T-shirt,Clothing,65,Massachusetts,S,Olive,Spring,4.1,No,Standard,Yes,Yes,6,Venmo,Quarterly
1107,52,Male,Skirt,Clothing,41,Minnesota,L,Violet,Summer,4.0,No,Free Shipping,Yes,Yes,12,Venmo,Every 3 Months
1108,69,Male,Sneakers,Footwear,15,Texas,M,Peach,Spring,4.7,No,Next Day Air,Yes,Yes,26,Bank Transfer,Monthly
1109,27,Male,Shorts,Clothing,21,Nebraska,M,Teal,Summer,3.9,No,Free Shipping,Yes,Yes,50,Cash,Weekly
1110,66,Male,Hoodie,Clothing,24,Oklahoma,L,Violet,Fall,4.1,No,Next Day Air,Yes,Yes,2,Venmo,Annually
1111,28,Male,Hoodie,Clothing,25,Texas,L,Cyan,Spring,4.0,No,2-Day Shipping,Yes,Yes,31,Cash,Bi-Weekly
1112,22,Male,Shoes,Footwear,33,New York,S,Olive,Spring,3.9,No,Free Shipping,Yes,Yes,4,Credit Card,Annually
1113,69,Male,Hoodie,Clothing,64,Washington,XL,Pink,Fall,3.7,No,Standard,Yes,Yes,32,PayPal,Bi-Weekly
1114,28,Male,Sunglasses,Accessories,14,Maryland,M,Purple,Summer,3.7,No,2-Day Shipping,Yes,Yes,11,PayPal,Every 3 Months
1115,55,Male,Skirt,Clothing,10,New Hampshire,L,Violet,Summer,2.9,No,Standard,Yes,Yes,47,Bank Transfer,Weekly
1116,30,Male,Hat,Accessories,9,New York,S,Peach,Winter,2.6,No,Free Shipping,Yes,Yes,37,Cash,Fortnightly
1117,67,Male,Backpack,Accessories,36,Hawaii,M,Charcoal,Winter,4.7,No,Store Pickup,Yes,Yes,39,PayPal,Fortnightly
1118,25,Male,Sunglasses,Accessories,4,California,L,Lavender,Summer,3.3,No,Free Shipping,Yes,Yes,24,Credit Card,Monthly
1119,49,Male,Belt,Accessories,17,Indiana,M,Purple,Summer,3.6,No,Next Day Air,Yes,Yes,11,PayPal,Every 3 Months
1120,34,Male,Jewelry,Accessories,164,Louisiana,M,Indigo,Winter,4.8,No,Store Pickup,Yes,Yes,36,Credit Card,Fortnightly
1121,22,Male,Sneakers,Footwear,37,Pennsylvania,M,Magenta,Summer,4.7,No,Store Pickup,Yes,Yes,40,Debit Card,Fortnightly
1122,63,Male,T-shirt,Clothing,11,Florida,XL,Peach,Spring,2.9,No,Free Shipping,Yes,Yes,25,Cash,Monthly
1123,70,Male,Handbag,Accessories,36,North Carolina,S,Charcoal,Spring,4.3,No,Store Pickup,Yes,Yes,12,Credit Card,Every 3 Months
1124,36,Male,Hat,Accessories,15,Massachusetts,S,Purple,Summer,4.3,No,Store Pickup,Yes,Yes,38,Cash,Fortnightly
1125,42,Male,Sweater,Clothing,56,Iowa,M,Orange,Fall,4.4,No,Express,Yes,Yes,40,Cash,Fortnightly
1126,27,Male,Sandals,Footwear,38,North Dakota,M,Lavender,Summer,4.6,No,Store Pickup,Yes,Yes,10,Bank Transfer,Quarterly
1127,23,Male,Scarf,Accessories,6,Iowa,L,Beige,Spring,2.5,No,Standard,Yes,Yes,47,Venmo,Weekly
1128,50,Male,Shirt,Clothing,54,Delaware,XL,Maroon,Summer,4.2,No,Next Day Air,Yes,Yes,22,Debit Card,Monthly
1129,56,Male,Gloves,Accessories,7,New York,L,Charcoal,Spring,2.7,No,Standard,Yes,Yes,35,Debit Card,Bi-Weekly
1130,37,Male,Hoodie,Clothing,45,New Hampshire,XL,White,Spring,3.6,No,Next Day Air,Yes,Yes,46,Venmo,Weekly
1131,67,Male,Jewelry,Accessories,69,Kentucky,M,Lavender,Summer,4.6,No,Express,Yes,Yes,30,PayPal,Monthly
1132,67,Male,Shirt,Clothing,61,Illinois,M,Black,Winter,4.7,No,Store Pickup,Yes,Yes,20,Bank Transfer,Every 3 Months
1133,50,Male,Hoodie,Clothing,44,North Carolina,S,Teal,Fall,4.4,No,Next Day Air,Yes,Yes,25,Cash,Monthly
1134,36,Male,Shoes,Footwear,88,Connecticut,XL,Magenta,Winter,4.2,No,Free Shipping,Yes,Yes,29,Cash,Monthly
1135,62,Male,T-shirt,Clothing,49,Wisconsin,M,Brown,Summer,4.7,No,Store Pickup,Yes,Yes,2,Venmo,Annually
1136,65,Male,Skirt,Clothing,61,Massachusetts,L,Peach,Summer,3.9,No,Next Day Air,Yes,Yes,32,Bank Transfer,Bi-Weekly
1137,23,Male,Handbag,Accessories,40,Illinois,S,Cyan,Spring,4.4,No,Next Day Air,Yes,Yes,37,Cash,Fortnightly
1138,46,Male,Shirt,Clothing,31,New Mexico,XL,Pink,Winter,4.5,No,Next Day Air,Yes,Yes,16,Bank Transfer,Every 3 Months
1139,18,Male,Pants,Clothing,50,Iowa,M,Purple,Spring,4.8,No,Store Pickup,Yes,Yes,32,Venmo,Bi-Weekly
1140,58,Male,Coat,Outerwear,95,Alabama,L,Purple,Fall,4.2,No,2-Day Shipping,Yes,Yes,42,Debit Card,Weekly
1141,31,Male,Jeans,Clothing,59,Maryland,M,White,Summer,4.5,No,Next Day Air,Yes,Yes,6,Credit Card,Quarterly
1142,39,Male,Gloves,Accessories,13,Ohio,S,Silver,Fall,4.7,No,Store Pickup,Yes,Yes,23,PayPal,Monthly
1143,69,Male,T-shirt,Clothing,22,Ohio,L,Green,Fall,4.8,No,Next Day Air,Yes,Yes,27,Venmo,Monthly
1144,68,Male,Boots,Footwear,26,Nevada,L,Teal,Spring,4.9,No,Store Pickup,Yes,Yes,43,PayPal,Weekly
1145,41,Male,Jeans,Clothing,15,South Carolina,S,Indigo,Fall,3.5,No,2-Day Shipping,Yes,Yes,25,Bank Transfer,Monthly
1146,31,Male,Sneakers,Footwear,30,Nevada,L,Pink,Summer,4.5,No,Store Pickup,Yes,Yes,30,Cash,Monthly
1147,48,Male,Sneakers,Footwear,37,Wisconsin,M,Indigo,Summer,3.7,No,Free Shipping,Yes,Yes,7,Bank Transfer,Quarterly
1148,59,Male,Hat,Accessories,7,Tennessee,XL,Red,Winter,2.9,No,Free Shipping,Yes,Yes,17,Debit Card,Every 3 Months
1149,34,Male,Pants,Clothing,65,Florida,M,Violet,Winter,4.1,No,Next Day Air,Yes,Yes,10,PayPal,Quarterly
1150,21,Male,Jewelry,Accessories,49,Georgia,L,Cyan,Winter,3.7,No,Standard,Yes,Yes,40,Venmo,Fortnightly
1151,29,Male,Jewelry,Accessories,170,Kentucky,S,Red,Summer,4.6,No,Store Pickup,Yes,Yes,50,Venmo,Weekly
1152,41,Male,Blouse,Clothing,20,Ohio,M,Gray,Winter,4.4,No,Next Day Air,Yes,Yes,24,Credit Card,Monthly
1153,62,Male,Handbag,Accessories,35,Connecticut,M,Gold,Winter,4.1,No,Next Day Air,Yes,Yes,8,PayPal,Quarterly
1154,27,Male,Shirt,Clothing,64,Idaho,M,Pink,Spring,4.4,No,Express,Yes,Yes,6,Bank Transfer,Quarterly
1155,49,Male,Dress,Clothing,63,Georgia,L,Cyan,Summer,4.2,No,Free Shipping,Yes,Yes,44,Credit Card,Weekly
1156,67,Male,T-shirt,Clothing,62,Tennessee,S,Red,Summer,4.0,No,2-Day Shipping,Yes,Yes,47,PayPal,Weekly
1157,20,Male,Shoes,Footwear,44,Hawaii,M,Gold,Spring,4.4,No,Store Pickup,Yes,Yes,6,Venmo,Quarterly
1158,37,Male,Belt,Accessories,18,Maryland,M,Charcoal,Winter,4.2,No,2-Day Shipping,Yes,Yes,11,Cash,Every 3 Months
1159,69,Male,Belt,Accessories,3,Nevada,L,Orange,Summer,2.9,No,Standard,Yes,Yes,41,Bank Transfer,Weekly
1160,66,Male,Handbag,Accessories,48,New Hampshire,L,Blue,Winter,4.5,No,Store Pickup,Yes,Yes,46,Venmo,Weekly
1161,37,Male,Scarf,Accessories,9,North Dakota,S,Blue,Spring,2.7,No,Standard,Yes,Yes,9,Venmo,Quarterly
1162,63,Male,Shorts,Clothing,59,Oklahoma,S,Orange,Summer,4.0,No,Free Shipping,Yes,Yes,37,PayPal,Fortnightly
1163,47,Male,Sandals,Footwear,30,North Carolina,M,Blue,Summer,4.2,No,Next Day Air,Yes,Yes,13,PayPal,Every 3 Months
1164,26,Male,Pants,Clothing,57,Tennessee,L,White,Spring,4.4,No,Store Pickup,Yes,Yes,24,Debit Card,Monthly
1165,68,Male,Dress,Clothing,56,Montana,M,Green,Summer,4.7,No,Store Pickup,Yes,Yes,47,PayPal,Weekly
1166,51,Male,T-shirt,Clothing,13,Wisconsin,M,Silver,Summer,3.7,No,2-Day Shipping,Yes,Yes,21,Venmo,Monthly
1167,48,Male,Dress,Clothing,69,Connecticut,S,Lavender,Summer,4.3,No,Store Pickup,Yes,Yes,22,Venmo,Monthly
1168,60,Male,Socks,Clothing,12,New Jersey,XL,Beige,Winter,4.2,No,Free Shipping,Yes,Yes,16,PayPal,Every 3 Months
1169,68,Male,Scarf,Accessories,4,Mississippi,L,Violet,Winter,3.0,No,Standard,Yes,Yes,37,Debit Card,Fortnightly
1170,25,Male,Backpack,Accessories,44,Wyoming,S,Gray,Fall,4.9,No,Next Day Air,Yes,Yes,3,Cash,Annually
1171,57,Male,Skirt,Clothing,14,Illinois,S,Red,Summer,3.7,No,Standard,Yes,Yes,33,Cash,Bi-Weekly
1172,41,Male,Socks,Clothing,18,Louisiana,M,Lavender,Summer,3.9,No,Standard,Yes,Yes,15,Debit Card,Every 3 Months
1173,59,Male,Coat,Outerwear,162,Oregon,L,Peach,Spring,4.4,No,Store Pickup,Yes,Yes,42,Bank Transfer,Weekly
1174,44,Male,Jewelry,Accessories,95,South Dakota,M,Indigo,Summer,4.6,No,Next Day Air,Yes,Yes,42,Cash,Weekly
1175,42,Male,Backpack,Accessories,29,Michigan,M,Black,Fall,4.6,No,Next Day Air,Yes,Yes,19,Bank Transfer,Every 3 Months
1176,35,Male,Belt,Accessories,13,New Jersey,M,Beige,Fall,4.0,No,2-Day Shipping,Yes,Yes,26,PayPal,Monthly
1177,36,Male,Dress,Clothing,37,Oregon,M,Red,Summer,3.7,No,Next Day Air,Yes,Yes,39,PayPal,Fortnightly
1178,54,Male,Skirt,Clothing,61,Iowa,M,Black,Summer,4.3,No,Store Pickup,Yes,Yes,24,Debit Card,Monthly
1179,37,Male,Dress,Clothing,30,South Carolina,M,Teal,Spring,3.8,No,2-Day Shipping,Yes,Yes,23,Debit Card,Monthly
1180,20,Male,T-shirt,Clothing,43,Indiana,M,Blue,Spring,4.2,No,2-Day Shipping,Yes,Yes,44,Bank Transfer,Weekly
1181,23,Male,Skirt,Clothing,43,Oregon,S,Beige,Summer,4.9,No,Store Pickup,Yes,Yes,34,Cash,Bi-Weekly
1182,61,Male,Shorts,Clothing,18,New York,L,Teal,Summer,4.4,No,Store Pickup,Yes,Yes,43,Bank Transfer,Weekly
1183,37,Male,Jewelry,Accessories,95,New Mexico,M,Maroon,Spring,4.6,No,Express,Yes,Yes,45,PayPal,Weekly
1184,23,Male,Pants,Clothing,44,Louisiana,M,Yellow,Spring,4.0,No,Free Shipping,Yes,Yes,4,Credit Card,Annually
1185,63,Male,Belt,Accessories,7,South Carolina,S,Indigo,Spring,2.6,No,Free Shipping,Yes,Yes,19,Credit Card,Every 3 Months
1186,47,Male,Jeans,Clothing,12,Maine,M,Magenta,Fall,3.9,No,2-Day Shipping,Yes,Yes,29,Credit Card,Monthly
1187,63,Male,Jeans,Clothing,35,Indiana,M,Beige,Spring,4.0,No,Standard,Yes,Yes,27,Credit Card,Monthly
1188,56,Male,Hat,Accessories,12,Iowa,L,Maroon,Summer,4.8,No,Store Pickup,Yes,Yes,37,Credit Card,Fortnightly
1189,68,Male,Blouse,Clothing,11,Mississippi,M,Magenta,Winter,2.6,No,Standard,Yes,Yes,11,Credit Card,Every 3 Months
1190,64,Male,Shirt,Clothing,49,Arkansas,XL,Teal,Fall,4.4,No,Express,Yes,Yes,28,Debit Card,Monthly
1191,62,Male,Shirt,Clothing,54,South Carolina,M,Orange,Winter,3.6,No,Next Day Air,Yes,Yes,31,Credit Card,Bi-Weekly
1192,34,Male,T-shirt,Clothing,66,Indiana,L,Charcoal,Summer,4.1,No,2-Day Shipping,Yes,Yes,50,Venmo,Weekly
1193,49,Male,Coat,Outerwear,177,Florida,M,Turquoise,Fall,4.4,No,Next Day Air,Yes,Yes,42,Venmo,Weekly
1194,40,Male,Jacket,Outerwear,169,Alaska,L,Pink,Fall,4.3,No,Express,Yes,Yes,18,Credit Card,Every 3 Months
1195,50,Male,Hoodie,Clothing,20,New York,S,Teal,Fall,4.7,No,Express,Yes,Yes,6,Credit Card,Quarterly
1196,25,Male,Scarf,Accessories,8,Texas,M,White,Fall,3.3,No,Standard,Yes,Yes,33,Venmo,Bi-Weekly
1197,30,Male,Belt,Accessories,8,North Dakota,M,Maroon,Summer,2.9,No,Free Shipping,Yes,Yes,13,Bank Transfer,Every 3 Months
1198,54,Male,Sneakers,Footwear,53,Vermont,L,Violet,Fall,4.5,No,Store Pickup,Yes,Yes,26,PayPal,Monthly
1199,40,Male,Socks,Clothing,10,New Jersey,M,Brown,Winter,3.1,No,Store Pickup,Yes,Yes,17,Cash,Every 3 Months
1200,49,Male,Sandals,Footwear,18,Maryland,M,Indigo,Spring,4.8,No,Express,Yes,Yes,3,Debit Card,Annually
1201,27,Male,Coat,Outerwear,85,Connecticut,XL,Black,Fall,4.6,No,Express,Yes,Yes,7,PayPal,Quarterly
1202,27,Male,Shoes,Footwear,175,Illinois,XL,Black,Spring,4.8,No,Next Day Air,Yes,Yes,46,Venmo,Weekly
1203,48,Male,Scarf,Accessories,7,Maryland,S,Olive,Spring,3.3,No,Store Pickup,Yes,Yes,14,Venmo,Every 3 Months
1204,40,Male,Sneakers,Footwear,50,Minnesota,M,Orange,Summer,3.7,No,Free Shipping,Yes,Yes,23,Bank Transfer,Monthly
1205,67,Male,Belt,Accessories,6,Florida,M,Pink,Spring,3.3,No,Free Shipping,Yes,Yes,20,Credit Card,Every 3 Months
1206,52,Male,Handbag,Accessories,149,California,M,Olive,Spring,4.7,No,Next Day Air,Yes,Yes,38,Bank Transfer,Fortnightly
1207,22,Male,Handbag,Accessories,60,Mississippi,S,Cyan,Summer,4.2,No,Next Day Air,Yes,Yes,16,Venmo,Every 3 Months
1208,62,Male,Boots,Footwear,17,Washington,M,White,Winter,4.6,No,Store Pickup,Yes,Yes,48,Credit Card,Weekly
1209,20,Male,Boots,Footwear,37,Wisconsin,S,Red,Spring,4.8,No,Store Pickup,Yes,Yes,8,Debit Card,Quarterly
1210,41,Male,Pants,Clothing,22,Pennsylvania,M,Blue,Spring,4.8,No,Express,Yes,Yes,16,Bank Transfer,Every 3 Months
1211,34,Male,Sunglasses,Accessories,19,Missouri,M,Olive,Summer,3.9,No,Next Day Air,Yes,Yes,5,Cash,Quarterly
1212,23,Male,Hoodie,Clothing,57,Oklahoma,M,Green,Spring,4.8,No,Next Day Air,Yes,Yes,14,Venmo,Every 3 Months
1213,32,Male,Shoes,Footwear,95,Pennsylvania,M,Yellow,Spring,4.9,No,Express,Yes,Yes,18,Credit Card,Every 3 Months
1214,68,Male,Handbag,Accessories,31,Kentucky,XL,Black,Spring,4.4,No,Store Pickup,Yes,Yes,14,Debit Card,Every 3 Months
1215,30,Male,Jacket,Outerwear,160,Vermont,M,Blue,Spring,4.7,No,Next Day Air,Yes,Yes,5,Cash,Quarterly
1216,66,Male,Blouse,Clothing,66,Oregon,L,Pink,Fall,3.9,No,2-Day Shipping,Yes,Yes,15,Credit Card,Every 3 Months
1217,62,Male,Pants,Clothing,32,Utah,XL,Lavender,Fall,4.1,No,2-Day Shipping,Yes,Yes,3,Venmo,Annually
1218,50,Male,Boots,Footwear,34,Nebraska,XL,Cyan,Winter,3.9,No,2-Day Shipping,Yes,Yes,12,Cash,Every 3 Months
1219,55,Male,Boots,Footwear,52,Pennsylvania,M,Cyan,Spring,5.0,No,Next Day Air,Yes,Yes,43,Cash,Weekly
1220,19,Male,Sweater,Clothing,44,Vermont,M,Gold,Fall,4.0,No,Free Shipping,Yes,Yes,35,Credit Card,Bi-Weekly
